Objective 1, Objective 2
-0.8516716578493818,-0.7733492589285151
-1.866486826207492E-11,1.0000121408766522
-0.6530904540619477,-0.45814350504077345
-0.25454669220356946,0.2435344821198297
-0.6131834384826458,-0.029807900188533673
-0.19282886627287943,0.6039650721947796
-0.8340823600029986,-0.6350727032388906
-0.04012825902090969,0.7614795722730611
-0.4243428846232604,0.05754934427332132
-0.4245227897670699,0.053462144968052086
Objective 1, Objective 2
-0.8505877434760157,-0.7492492482949635
-9.63851580500219E-7,1.0485497603266885
-0.6510837851898896,-0.42666177477234923
-0.4484435506443286,-0.08715563510306475
-0.8239622879939239,-0.4443406087712905
-0.6186235304537469,-0.09015712639745811
-0.41024298922862934,0.2805256908434657
-0.25795998547117827,0.28464921693683626
-0.08021607238209127,0.7112954835423473
-0.18440451375059216,0.7044735564786935
-0.05251483761518902,0.7592830338940768
-0.4193686883073907,0.16101148225509257
-0.44338724871589347,-0.07119011456689261
-0.8258036726788763,-0.4800044007185287
-0.8402315450456721,-0.692993651921255
-0.6284542524640385,-0.24332630064492242
-0.8447633599319606,-0.7249077990106945
-0.42246827470087106,0.1151189373304678
-0.19487181066465623,0.6303801109514485
-0.04649865714035284,0.7949703035199962
-0.23887716854660052,0.3224250592043186
-0.24349005314023847,0.30182247596958445
-0.6236618695598176,-0.1532407013776612
-0.2217989085661518,0.42962694242866156
-0.06526815457299406,0.7202304291675857
-0.43827341489348043,-0.03605022687163651
-0.41097410382928656,0.2670930463761055
-0.8283747111192359,-0.5108047168356625
-0.23701518818847936,0.35303355508090234
-0.6203851148954616,-0.12151567210116658
-0.8356214395004102,-0.6315582336091894
-0.6306674792165,-0.2771408702127157
-0.19231202273837938,0.6631601902034943
-0.4168775915397337,0.17890949575181025
-0.41317928116456676,0.23033231080930766
-0.6332896081110422,-0.31378257173579155
-0.02046015857374202,0.9061649981264734
-0.19862503988045957,0.6105810362041496
-0.22697522154567307,0.406746106473451
-0.21307905929173027,0.49263754174561464
-0.8322574309072843,-0.5968851269962979
-0.4275147419493973,0.06879883341299942
-0.4145288892554904,0.20216892151911856
-0.6242853200476455,-0.1756956127224335
-0.25319568496903444,0.2891434029181519
-0.6351811549003932,-0.33266072829600496
-0.02769141475920514,0.8510666151890843
-0.21213424361507788,0.5230515260431898
-0.8384659289903816,-0.6701700867988984
-0.4239063688824232,0.10450695728032916
-0.4291683931325506,0.033049070965014034
-0.023980766037951184,0.8879593361068352
-0.025929247901965435,0.8729377768857479
-0.8365878383759089,-0.6539337002412516
-0.18648286851135606,0.6854050975299358
-0.0050549516287821394,0.9919583269650524
-0.8320547220226411,-0.561146479675103
-0.4257263845617498,0.07547505266638005
-0.6255726564671759,-0.19751483767012767
-0.6331965966536143,-0.2857635659506857
-0.43308325625649857,0.005577138083726932
-0.057759479223046695,0.7398175462491452
-0.8333466355200333,-0.6082754074920457
-0.20286756579352622,0.5837218704423003
-0.20574571643132447,0.5609879060938668
-0.21900519225500253,0.4517260710056009
-0.43635377991418095,-9.747441495526136E-4
-0.22936581549087298,0.3949428820325412
-0.6459259439234593,-0.41215799224222266
-0.8244550888432559,-0.4494568648459031
-0.4372299857430735,-0.026019972488358876
-0.20832131903335852,0.5296613232010395
-0.21537824094414018,0.4797071732171491
-0.23150784373571456,0.3764266632457611
-0.20830147663123394,0.5537355968260333
-0.849580237801099,-0.7398768771371264
-0.01447659040298252,0.9189430186494552
-0.2011407807373014,0.5929353715599129
-0.4299940214791754,0.027643741906463203
-0.6196651301032059,-0.10876876268466233
-0.2316621563142527,0.36199964937297785
-0.037046037553099695,0.8230957245009308
-0.19005841833300174,0.6719220522840537
-0.00275982943998776,1.012779375856471
-0.6260657662175191,-0.21962946992132984
-0.8290314417397435,-0.5286487063930411
-7.813888963944318E-4,1.0271205961071999
-0.6456345452985981,-0.39836744879213437
-0.03436860574005951,0.8436306351330831
-0.8296026008135149,-0.5416658373013061
-0.4141794612011753,0.22261167201478968
-0.042475801211703454,0.8152589151282053
-0.008490844433965139,0.9699329763704022
-0.6378661784157983,-0.3515451932144262
-0.005905348171119734,0.9752292419566184
-0.04534913173233523,0.8096843161847714
-0.010790108533641818,0.9549943826074272
-0.6409554131931217,-0.3714850066804703
-0.03590992276295479,0.8362860969108251
-0.8303359692938221,-0.5569367773473729
Objective 1, Objective 2
-0.8270372598059336,0.705713259255045
-0.8419752282825105,0.7000845077838664
-0.18817711807076684,2.2017316320955667
